Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2015,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2015,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2012,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2011,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2011,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Male
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Male
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2014,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Male
2014,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Female
2013,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Male
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2016,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Female
2015,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2015,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Female
2015,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2012,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Male
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Male
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2014,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Female
2014,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Male
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Male
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Female
2013,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2016,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2016,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Male
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Female
2015,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Male
2012,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Female
2012,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Female
2011,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Male
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2014,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Female
2014,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Male
2013,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Male
2013,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2013,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2013,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2013,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Overall
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,Female
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Male
2016,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Male
2016,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2015,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2015,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2012,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Male
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2012,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2012,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2011,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Male
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2011,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2014,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Female
2014,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Overall
2013,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,Male
2016,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2015,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2015,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall
2015,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall
2015,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2015,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2012,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2012,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2011,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2014,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Female
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall
2014,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Overall
2013,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2013,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9,Male
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2016,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Male
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2015,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2015,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2012,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Male
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2011,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2011,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2011,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2014,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2014,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2013,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Female
2013,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,Overall
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2016,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Male
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2015,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2015,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2015,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2015,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2012,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2012,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2011,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2011,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Female
2014,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Male
2014,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Overall
2014,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,Male
2016,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2015,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2015,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2015,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Overall
2015,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2012,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2011,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2011,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Overall
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2011,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2014,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2014,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Male
2014,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2013,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2013,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,Female
2016,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Overall
2016,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2015,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2012,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2012,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Overall
2011,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2011,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2011,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2011,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Male
2014,AK,Alaska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2014,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Overall
2014,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2014,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Female
2013,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Overall
2013,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,Overall
2016,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2015,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Overall
2015,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Overall
2015,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2012,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Overall
2012,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2012,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2011,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2011,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2014,MT,Montana,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2014,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2014,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2013,DC,District of Columbia,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2013,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Overall
2013,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Female
2013,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2013,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.5,Male
2016,MN,Minnesota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,Overall
2016,VT,Vermont,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,Overall
2016,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,Male
2015,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,Female
2015,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,Female
